learner_id,date,kpi_value
L000067,1/6/2026,53.98
L002975,9/12/2025,49.27
L000921,3/3/2025,67.19
L000752,12/25/2025,88.74
L001375,11/24/2025,73.47
L002390,5/5/2025,58.15
L000732,5/12/2025,51.75
L000041,7/26/2025,69.88
L001259,6/30/2025,58.24
L001275,4/15/2025,58.51
L000281,6/28/2025,72.4
L000745,11/29/2025,50.43
L001552,3/6/2025,62.73
L000952,6/23/2025,76.1
L001020,12/25/2025,53.48
L000066,11/12/2025,80.77
L002846,1/31/2026,70.88
L002434,8/30/2025,78.61
L000794,7/6/2025,72.91
L000131,11/7/2025,68.01
L000697,1/10/2025,66.79
L002011,1/25/2025,68.72
L000103,12/25/2025,57.52
L002374,9/3/2025,73.98
L000118,1/15/2025,57.28
L000525,1/14/2025,57.36
L002397,2/10/2025,52.29
L000386,3/19/2025,59.38
L001026,5/27/2025,51.07
L000015,3/20/2025,66.9
L000073,5/22/2025,58.88
L002897,3/5/2025,55.3
L001740,1/21/2025,56.16
L002025,6/7/2025,50.07
L001619,9/4/2025,83.99
L001570,10/12/2025,76.41
L000008,10/22/2025,87.48
L000382,7/25/2025,80.29
L000012,4/4/2025,69.6
L002075,3/15/2025,52.98
L002008,11/10/2025,78.07
L002968,4/4/2025,54.11
L001786,12/21/2025,67.12
L002776,1/25/2026,84.2
L002641,1/8/2026,65.72
L001636,4/4/2025,56.26
L001824,1/8/2026,71.63
L000890,8/22/2025,67.46
L002583,1/31/2026,60.12
L002281,7/23/2025,69.38
L000802,7/18/2025,54
L001184,4/2/2025,67.14
L001432,9/26/2025,79.97
L000561,10/10/2025,82.27
L000530,1/17/2025,55.28
L001124,2/6/2025,70.61
L000664,12/12/2025,75.8
L001940,4/5/2025,57.55
L002413,4/12/2025,63.24
L002584,6/5/2025,58.15
L001570,10/26/2025,91.77
L001987,11/15/2025,72.71
L000115,7/29/2025,74.39
L001115,11/8/2025,81.15
L001543,11/27/2025,71.67
L000496,9/17/2025,56.26
L001026,1/16/2026,54.92
L002810,3/2/2025,64.01
L000234,4/14/2025,67.04
L000113,9/6/2025,81.49
L001556,10/4/2025,57.9
L001831,6/1/2025,63.07
L001971,7/19/2025,81.97
L002943,4/7/2025,61.27
L002933,10/18/2025,80.57
L002034,2/16/2025,69.2
L000833,6/10/2025,62.12
L000356,10/8/2025,77.57
L000338,12/12/2025,68.69
L000514,8/20/2025,76.53
L002376,4/13/2025,50.67
L001261,10/16/2025,70.8
L002081,5/29/2025,69.7
L001614,6/11/2025,60.52
L001962,1/23/2025,55.91
L000731,4/27/2025,65.68
L001590,7/29/2025,57.24
L001347,1/13/2026,57.9
L002520,8/16/2025,80.58
L001413,9/25/2025,72.78
L002329,7/1/2025,64.31
L001246,11/6/2025,78.49
L001727,4/12/2025,59.83
L002898,2/7/2025,59.26
L000666,1/4/2026,65.32
L001265,6/26/2025,64.34
L002883,1/13/2026,68.48
L002379,1/11/2026,85.33
L000731,5/25/2025,54.34
L000129,6/9/2025,62.01
L002087,6/9/2025,65.78
L002787,11/1/2025,76.9
L001561,6/5/2025,51.92
L002691,7/10/2025,59.47
L000150,4/5/2025,55.67
L002273,1/14/2026,89.48
L002322,12/17/2025,65.83
L000220,7/26/2025,62.32
L000351,3/10/2025,57.61
L002198,6/11/2025,69.39
L000081,1/16/2025,63.11
L002976,1/9/2025,64.1
L002697,6/9/2025,59.33
L000338,10/8/2025,78.98
L002902,12/13/2025,89.43
L002269,5/12/2025,71.47
L001193,1/15/2026,73.31
L002303,1/4/2025,
L000058,4/11/2025,65.59
L002103,3/23/2025,52.65
L000123,1/30/2026,90.86
L000486,4/4/2025,55.13
L002885,12/12/2025,80.16
L002064,10/9/2025,60.58
L002777,11/19/2025,82.29
L000046,9/3/2025,57.74
L000932,1/23/2026,68.01
L001206,2/25/2025,68.09
L000382,11/29/2025,82.53
L002526,10/1/2025,69.98
L001363,3/4/2025,57.09
L001286,6/16/2025,52.44
L002195,1/30/2025,60.22
L001930,9/29/2025,54.8
L002164,12/9/2025,54.79
L000245,7/1/2025,59.7
L001662,12/19/2025,74.18
L000293,1/23/2025,63.48
L001173,9/10/2025,76.82
L000832,6/27/2025,83.09
L000584,4/21/2025,57.2
L002231,1/8/2025,59.44
L000838,1/4/2025,55.38
L002360,7/12/2025,56.73
L000694,2/15/2025,70.56
L000841,6/10/2025,54
L001464,11/11/2025,66
L001582,2/28/2025,64.25
L000258,11/15/2025,85.77
L001171,12/8/2025,65.44
L001048,1/3/2026,87.39
L001297,7/21/2025,89.38
L002911,3/30/2025,53.08
L000499,10/9/2025,50.68
L001626,9/4/2025,
L001185,10/7/2025,73.24
L002475,9/4/2025,64.56
L001168,5/29/2025,58.23
L001390,1/5/2025,52.04
L002924,11/15/2025,74.65
L002276,3/14/2025,57.1
L000160,11/5/2025,74.71
L000774,11/30/2025,94.97
L000946,5/4/2025,56.2
L001324,9/29/2025,80.43
L000802,12/13/2025,57.23
L000968,3/25/2025,54.23
L001569,8/4/2025,93.36
L000650,1/14/2026,77.36
L000545,1/11/2025,67.58
L001247,3/20/2025,55.68
L002123,9/5/2025,83.56
L001739,6/16/2025,51.53
L002912,5/30/2025,57.17
L002327,9/10/2025,69.74
L000941,11/18/2025,53.91
L001650,2/12/2025,64.06
L000413,6/26/2025,69.08
L002166,9/23/2025,52.55
L002151,1/2/2025,63.06
L000058,9/29/2025,70.27
L001581,12/16/2025,80.98
L000259,1/6/2025,57.61
L002420,5/31/2025,53.09
L002863,1/26/2026,60.13
L001495,1/8/2025,49.43
L000564,2/7/2025,64.45
L000834,5/19/2025,70.53
L000579,1/10/2025,57.98
L002355,5/26/2025,66.34
L002860,1/26/2026,54.85
L002859,6/20/2025,54.03
L002002,2/14/2025,69.24
L002443,7/11/2025,66.46
L000808,1/7/2025,70.64
L000746,11/5/2025,57.11
L000441,9/9/2025,61.28
L001871,6/20/2025,53.32
L000725,7/9/2025,85.22
L002051,2/20/2025,64.38
L001928,1/20/2026,69.12
L000084,5/25/2025,62.7
L002832,3/2/2025,58.74
L001898,6/24/2025,65.1
L000305,1/29/2025,64.26
L002105,8/14/2025,76.88
L002257,1/26/2025,54.05
L001356,10/1/2025,85.83
L001122,6/2/2025,51.96
L001528,1/5/2025,59.43
L001477,3/18/2025,52.84
L002667,11/19/2025,58.61
L002486,1/4/2025,59.11
L002413,10/16/2025,68.97
L001226,1/18/2026,66.96
L001313,4/2/2025,62.38
L002909,7/8/2025,87.1
L001068,8/17/2025,57.42
L000540,1/27/2026,82.45
L002886,7/9/2025,68.8
L000802,2/13/2025,64.77
L002716,7/29/2025,83.04
L001875,5/19/2025,65.48
L002852,7/6/2025,62.43
L001898,12/9/2025,66.52
L000392,6/30/2025,69.73
L001466,5/30/2025,60.86
L001367,8/14/2025,77.22
L001928,2/13/2025,58.57
L000934,1/19/2025,58.06
L002566,12/28/2025,83.14
L002862,5/26/2025,66.2
L001998,4/3/2025,61.4
L001223,8/22/2025,79.8
L001352,10/6/2025,73.02
L002327,5/7/2025,57.11
L001602,11/19/2025,56.31
L001156,1/13/2025,56
L001973,11/12/2025,52.16
L002508,10/18/2025,61.41
L001786,6/17/2025,62.66
L001916,11/24/2025,60.87
L000391,7/25/2025,77.22
L002182,6/3/2025,65.69
L001721,1/6/2026,83.96
L001344,4/4/2025,59.52
L000778,3/1/2025,57.99
L002909,1/4/2025,59.6
L000778,5/20/2025,66.85
L002807,1/26/2025,58.7
L002279,11/6/2025,72.43
L000800,4/29/2025,69.84
L000032,5/27/2025,55.06
L002253,10/6/2025,75.78
L002637,3/26/2025,64.37
L002577,11/13/2025,70.17
L001261,11/7/2025,83.75
L002516,1/9/2026,78.64
L002417,2/1/2026,88.1
L002590,3/11/2025,49.91
L000785,1/3/2025,57.66
L000902,6/30/2025,81.41
L002034,5/24/2025,64.69
L002874,4/27/2025,64.89
L002492,7/30/2025,65.7
L001422,1/13/2025,52.23
L002377,2/24/2025,70.51
L001286,2/10/2025,64.62
L001879,4/7/2025,60.41
L002441,1/6/2026,79.8
L001048,7/23/2025,60.23
L000338,4/3/2025,60.97
L002199,5/11/2025,67.28
L000633,1/21/2026,85.56
L000729,1/1/2026,73.63
L000947,8/31/2025,84.38
L002237,12/13/2025,91.27
L002002,2/16/2025,64.25
L002587,2/14/2025,60.38
L002265,8/10/2025,89.61
L000841,1/25/2026,64.87
L002132,5/14/2025,62.96
L002429,4/3/2025,65.4
L002784,3/24/2025,70.51
L001366,10/1/2025,79.73
L000143,12/24/2025,79.43
L002814,8/20/2025,83.96
L001114,2/8/2025,68.98
L001092,1/17/2026,89.64
L000498,2/13/2025,64.98
L000552,6/7/2025,56.48
L001646,12/21/2025,84.27
L001653,12/22/2025,74.87
L000982,7/15/2025,86.77
L000097,7/24/2025,61.31
L002648,12/24/2025,90.73
L000428,9/8/2025,54.23
L002767,12/2/2025,74.43
L001546,9/3/2025,55.74
L002555,12/6/2025,65.79
L000059,7/28/2025,84.78
L002018,10/28/2025,72.07
L002574,8/28/2025,84.61
L002686,9/10/2025,80.4
L001716,5/7/2025,
L002465,2/14/2025,64.78
L000617,11/29/2025,75.19
L000329,10/25/2025,59.85
L000136,4/6/2025,70.92
L002380,3/10/2025,66.47
L002539,8/10/2025,89.63
L001598,9/10/2025,75.51
L002749,1/3/2025,63.41
L001423,1/11/2025,59.59
L002741,12/16/2025,84.47
L000078,10/28/2025,78.9
L002134,1/10/2026,76.87
L001376,7/16/2025,54.78
L002784,1/29/2025,59.46
L000552,7/13/2025,62.6
L001824,6/11/2025,64.49
L001578,1/14/2026,85.68
L000998,11/19/2025,70.5
L001294,12/11/2025,76.73
L002205,5/10/2025,55.79
L001554,8/23/2025,72.68
L001199,8/30/2025,70.72
L002459,7/24/2025,65.87
L001756,1/2/2026,84.24
L000089,11/21/2025,86.5
L000234,3/8/2025,59.85
L002341,12/10/2025,68.8
L001525,3/6/2025,63.34
L002003,9/7/2025,60.15
L001409,1/14/2026,90.97
L002231,7/7/2025,67.74
L002557,12/8/2025,83.11
L000587,1/2/2026,73.43
L001627,9/10/2025,84.49
L001692,1/25/2026,61.56
L000901,6/17/2025,82.65
L001427,6/20/2025,79.35
L002927,5/27/2025,66.6
L000108,10/17/2025,70.64
L001451,3/29/2025,53.16
L002396,1/9/2026,87.91
L002049,5/13/2025,70.14
L000102,1/4/2025,54.42
L001425,5/6/2025,66.08
L000609,2/4/2025,55.28
L002847,3/30/2025,67.13
L001141,3/15/2025,68.07
L001579,11/27/2025,73.48
L000445,10/15/2025,82.24
L001023,10/7/2025,52.62
L002411,2/17/2025,66.61
L002310,1/23/2026,90.25
L002095,9/14/2025,78.81
L002518,1/31/2026,87.78
L001598,7/20/2025,55.8
L002190,10/19/2025,50.1
L001739,11/14/2025,68.39
L001042,9/29/2025,72.52
L002728,3/17/2025,57.68
L000720,2/1/2026,57.5
L000274,11/13/2025,74.68
L000063,8/25/2025,56.77
L001145,1/20/2026,65.54
L000481,7/12/2025,76.94
L000063,1/3/2025,49.67
L000741,1/18/2025,65.75
L002632,9/14/2025,57.3
L001045,2/4/2025,55.84
L000509,6/30/2025,67.66
L001435,4/2/2025,56.19
L002421,10/2/2025,
L000486,1/7/2025,56.6
L001932,1/19/2025,68.32
L002123,12/12/2025,80.3
L001982,11/30/2025,74.9
L001003,12/29/2025,59.13
L000722,9/30/2025,87.17
L002778,3/5/2025,61.88
L002754,3/3/2025,54.83
L002037,1/23/2026,
L002432,10/29/2025,67.46
L000743,12/13/2025,54.5
L002379,12/14/2025,81.98
L001441,8/30/2025,76.79
L001399,2/18/2025,50.29
L002308,10/19/2025,75.84
L001692,6/1/2025,61.31
L001463,9/18/2025,85.46
L000709,3/25/2025,52.77
L000527,4/23/2025,51.13
L001344,11/22/2025,86.06
L002330,3/2/2025,58.89
L000397,1/23/2025,51.88
L001499,1/18/2026,88.27
L000452,3/8/2025,68.16
L001264,9/28/2025,67.55
L000276,1/7/2026,73.43
L000842,5/9/2025,52.85
L002921,10/16/2025,86.48
L001157,1/24/2025,64.9
L001388,1/20/2026,66
L001339,12/7/2025,79.23
L000994,12/10/2025,59.1
L002468,10/6/2025,81.65
L002944,9/9/2025,56.94
L000613,3/28/2025,56.48
L001843,6/18/2025,62.52
L000176,9/29/2025,62.69
L001734,1/22/2025,62.81
L001608,6/6/2025,63.51
L000081,8/21/2025,85.94
L000271,10/8/2025,52.12
L001899,4/23/2025,53.72
L002355,8/22/2025,62
L002603,11/20/2025,69.17
L001468,5/17/2025,57.95
L001694,3/16/2025,55.01
L001437,5/23/2025,50.21
L001293,10/27/2025,69.26
L000042,5/12/2025,67.92
L001129,5/28/2025,51.47
L001326,9/21/2025,57.79
L002384,10/19/2025,78.63
L001000,12/6/2025,60.33
L002313,8/5/2025,70.19
L000272,7/14/2025,77.38
L002475,6/12/2025,50.42
L001460,11/4/2025,56.08
L001036,3/14/2025,53.03
L002284,6/3/2025,60.47
L001558,4/2/2025,67.2
L002693,3/23/2025,58.97
L001360,6/18/2025,67.11
L001616,8/31/2025,66.85
L000350,8/9/2025,61.65
L001557,3/27/2025,57.43
L000293,4/6/2025,68.08
L000151,1/4/2026,57.61
L000748,11/17/2025,75.68
L001448,12/3/2025,85.5
L001780,10/13/2025,87.83
L001017,1/13/2026,57.71
L000447,10/8/2025,
L001769,12/14/2025,74.5
L000165,2/20/2025,50.45
L000750,1/3/2026,87.25
L001151,4/28/2025,53.17
L001974,5/15/2025,59.26
L001057,8/11/2025,83.4
L000514,1/28/2026,80.03
L000878,8/31/2025,79.74
L000532,7/14/2025,78.63
L001290,8/25/2025,61.41
L001203,8/6/2025,56.74
L001629,4/6/2025,62.79
L001768,2/1/2026,87.39
L001375,4/7/2025,69.69
L002377,6/10/2025,65.09
L002032,6/3/2025,67.95
L000444,1/3/2025,65.3
L002885,9/18/2025,73.22
L000824,11/20/2025,86.81
L000983,8/23/2025,92.12
L000261,5/24/2025,60.99
L001722,6/17/2025,55.98
L000585,11/27/2025,83.21
L002037,4/25/2025,58.76
L002098,7/1/2025,71.86
L002005,8/11/2025,74.68
L002987,8/10/2025,74.77
L000222,2/12/2025,56.78
L000017,12/27/2025,53.34
L002102,11/19/2025,58.53
L001224,8/20/2025,84.64
L002144,1/20/2025,70.5
L000762,3/26/2025,63.76
L002351,12/2/2025,84.01
L001512,2/1/2025,62.23
L002139,5/29/2025,50.66
L001689,10/23/2025,80.03
L002248,1/14/2026,63.66
L000866,3/20/2025,69.07
L000610,1/2/2025,61.58
L002762,4/2/2025,53.32
L001631,12/21/2025,80.66
L001761,3/1/2025,60.59
L002061,11/28/2025,54.24
L000936,5/12/2025,68.43
L000003,6/21/2025,62.82
L002027,8/30/2025,73.24
L002812,2/27/2025,65.27
L001825,7/13/2025,63.61
L001756,8/18/2025,71.14
L002916,9/11/2025,92.14
L000139,8/16/2025,81.89
L000530,11/12/2025,86.4
L000766,9/11/2025,67.49
L002820,3/21/2025,53.8
L002044,10/20/2025,81.71
L001449,1/19/2026,85.69
L002271,2/9/2025,51
L000610,8/19/2025,88.63
L001808,2/1/2026,
L000616,7/17/2025,85.29
L002147,3/2/2025,62.66
L001256,1/7/2026,75.84
L000250,4/9/2025,58.6
L001378,6/24/2025,84.41
L000683,4/15/2025,63.63
L001813,2/1/2025,61.79
L002944,3/24/2025,58.11
L001297,5/13/2025,58.77
L001554,5/20/2025,60.22
L002927,1/23/2025,56.91
L001581,10/5/2025,
L001251,4/27/2025,51.75
L000777,3/13/2025,51.75
L000857,9/7/2025,70.22
L000034,2/9/2025,67.69
L002471,6/13/2025,87.33
L002787,3/20/2025,57.02
L002523,9/6/2025,80.83
L001268,3/7/2025,54.05
L002772,11/11/2025,67.51
L001947,7/27/2025,71.1
L001294,2/4/2025,61.71
L000924,1/20/2025,64.29
L000951,3/15/2025,61.38
L002521,3/4/2025,55.3
L002885,10/18/2025,82.34
L001504,7/23/2025,82.72
L000882,11/28/2025,86.78
L002667,4/4/2025,64.81
L002166,6/15/2025,64.19
L002463,3/4/2025,58.58
L002003,7/3/2025,51.89
L001536,1/2/2026,52.4
L001729,5/17/2025,49.91
L001668,3/30/2025,70.46
L000058,11/14/2025,84.94
L002978,7/10/2025,59.99
L001425,1/30/2025,54.11
L002654,1/16/2026,74.3
L001680,10/28/2025,79.89
L000164,9/6/2025,81.17
L001191,4/12/2025,66.63
L002698,7/13/2025,82.13
L000987,9/26/2025,65.37
L000265,3/11/2025,55.86
L001373,7/6/2025,52.89
L002893,1/13/2025,62.28
L001247,7/13/2025,71.18
L001946,1/9/2025,58.87
L002699,4/30/2025,69.81
L001084,11/27/2025,60.78
L000902,1/12/2025,55.11
L002879,11/4/2025,68.43
L002521,8/4/2025,56.63
L000360,8/28/2025,87.36
L000518,10/15/2025,51.84
L002220,12/20/2025,73.43
L000754,5/23/2025,64.11
L001739,9/25/2025,61.64
L001727,5/10/2025,60.55
L001967,2/28/2025,64.13
L002793,7/8/2025,59.39
L001860,1/26/2026,76.99
L000038,9/6/2025,84.93
L002510,1/15/2026,93.64
L001421,1/29/2025,56.67
L002187,7/14/2025,77.69
L000036,8/30/2025,74.91
L002000,6/28/2025,87.45
L002490,10/17/2025,67.48
L001673,1/5/2026,74.86
L001342,8/10/2025,85.53
L001189,1/1/2026,74.78
L002600,4/17/2025,64.1
L001712,4/7/2025,69.59
L000515,11/23/2025,80.19
L000777,9/13/2025,81.84
L002655,8/2/2025,88.39
L001139,3/16/2025,66.05
L000364,12/16/2025,76.06
L001492,10/20/2025,82.07
L002438,11/1/2025,87.54
L000374,12/24/2025,62.98
L000279,8/12/2025,53.74
L000282,2/17/2025,51.51
L001650,6/15/2025,52.63
L001594,1/11/2026,76.8
L001407,4/9/2025,49.81
L002745,1/30/2025,55.1
L001876,12/8/2025,79.49
L001296,12/6/2025,56.17
L000687,7/22/2025,76.47
L001942,8/14/2025,87.21
L000835,9/10/2025,85.91
L002233,6/21/2025,56.24
L001063,11/30/2025,54.2
L002701,9/17/2025,81.85
L002026,9/9/2025,72.52
L001165,2/7/2025,54.48
L002906,7/27/2025,66.02
L001359,7/10/2025,80.36
L000237,3/15/2025,62.79
L000417,5/26/2025,61.21
L002551,1/6/2025,69.23
L002302,11/25/2025,54.99
L002820,7/19/2025,74.7
L002127,5/20/2025,57.88
L002902,2/25/2025,65.43
L001032,2/18/2025,66.86
L000952,10/12/2025,83.93
L001554,11/14/2025,73.99
L001921,1/7/2026,81.71
L002145,1/11/2026,63.63
L001049,8/2/2025,88.94
L000404,11/22/2025,72.23
L002864,1/29/2026,53.63
L000548,1/19/2026,51.12
L000667,4/28/2025,53.85
L002363,11/17/2025,53.89
L001713,12/2/2025,80.13
L001368,8/23/2025,63.75
L002896,10/18/2025,79.78
L000222,3/14/2025,58.25
L002614,11/7/2025,72.98
L001938,9/1/2025,59.25
L000833,3/19/2025,59.16
L001240,10/3/2025,62.37
L000583,2/5/2025,49.6
L001568,9/22/2025,82.35
L000294,3/31/2025,60.88
L000960,8/19/2025,75.74
L001239,4/25/2025,57.44
L000033,12/12/2025,83.72
L002321,4/13/2025,52.11
L000684,4/24/2025,59.57
L001317,9/25/2025,63.99
L001297,9/25/2025,86.61
L001117,10/17/2025,83.56
L001879,6/29/2025,91.99
L001505,4/13/2025,63.09
L002624,12/1/2025,81.69
L002439,10/11/2025,78.48
L001128,1/26/2026,52.01
L001608,1/9/2025,51.09
L000681,1/16/2026,90.36
L000292,8/24/2025,79.61
L002245,6/9/2025,58.03
L001754,10/9/2025,73.17
L000965,1/12/2026,79.18
L002391,12/23/2025,88.87
L000971,11/9/2025,74.16
L001602,10/16/2025,58.4
L002044,8/1/2025,75.86
L001866,7/24/2025,60.16
L001575,6/29/2025,57.08
L001431,7/22/2025,86.02
L001738,4/13/2025,59.2
L000545,7/17/2025,67.32
L000866,1/31/2026,89.08
L001176,1/10/2026,91.98
L000402,9/16/2025,85.85
L001375,8/4/2025,70.69
L001944,7/17/2025,62.62
L000636,8/25/2025,73.71
L001865,5/10/2025,61.29
L001847,4/15/2025,54.92
L001399,12/1/2025,91.76
L002733,1/29/2026,55.37
L000223,1/31/2025,60.89
L002574,3/2/2025,55.69
L002875,6/14/2025,67.01
L002901,10/21/2025,81.62
L001737,9/14/2025,92.52
L001293,7/26/2025,52.01
L002058,8/28/2025,64.26
L001556,10/8/2025,63.47
L000929,1/22/2026,86.29
L002705,11/14/2025,62.16
L001705,8/4/2025,62.96
L002249,2/12/2025,56.68
L001404,3/10/2025,62.65
L001063,6/3/2025,67.87
L002807,11/9/2025,67.09
L002900,9/1/2025,87.05
L000379,10/10/2025,58.65
L002921,1/21/2026,85.34
L000998,4/3/2025,58.11
L001340,1/31/2025,54.9
L000676,9/10/2025,
L000743,12/26/2025,52.46
L002872,1/13/2026,78.18
L002098,8/17/2025,89.68
L002085,10/20/2025,60.11
L000248,8/14/2025,65.84
L002714,11/30/2025,70.43
L000524,10/28/2025,57.46
L000308,8/4/2025,67.11
L002788,10/24/2025,85.96
L001109,9/7/2025,66.99
L002741,2/1/2025,63.84
L000779,6/11/2025,61.46
L002863,1/26/2026,65.71
L002975,6/5/2025,57.37
L001448,5/19/2025,57.57
L002037,1/6/2025,60.76
L001290,8/12/2025,48.85
L001003,8/11/2025,66.08
L001949,8/9/2025,58.92
L000800,9/23/2025,74.45
L002086,5/6/2025,59.88
L000800,5/18/2025,53.26
L000670,1/28/2025,60.03
L001266,5/19/2025,51.47
L002673,12/26/2025,79.36
L001163,4/18/2025,61.11
L001547,2/6/2025,56.17
L000359,4/22/2025,65.62
L000968,4/14/2025,
L000140,3/7/2025,67.85
L002825,6/26/2025,81.59
L001765,12/20/2025,87.17
L000676,5/2/2025,54.95
L000930,1/4/2025,69.49
L001058,8/8/2025,76.96
L000994,1/27/2025,57.12
L002739,9/26/2025,65.44
L001996,7/31/2025,59
L001149,1/14/2026,70.34
L002286,9/3/2025,70.01
L002668,4/11/2025,49.82
L001473,8/10/2025,72.21
L002937,12/23/2025,62.84
L002612,3/25/2025,64.56
L001043,3/20/2025,49.93
L001445,2/3/2025,57
L002328,8/3/2025,77.99
L002244,6/22/2025,59.36
L000437,4/24/2025,56.42
L000045,1/22/2026,85.51
L000882,3/29/2025,67.43
L002487,1/21/2026,63.47
L002329,4/9/2025,58.12
L001826,8/23/2025,62.62
L001009,7/14/2025,85.4
L002368,4/8/2025,54.23
L001963,11/9/2025,77.83
L002310,10/28/2025,80.21
L002265,2/12/2025,55.19
L001961,9/2/2025,63.86
L002852,1/27/2026,68.3
L001778,7/17/2025,72.28
L000758,11/21/2025,79.85
L000272,8/28/2025,77.62
L000348,9/13/2025,64.85
L000851,1/15/2026,66.68
L000916,3/15/2025,65.59
L001282,6/14/2025,65.85
L000498,11/22/2025,83.39
L001578,1/5/2026,72.42
L002355,10/17/2025,52.49
L000666,1/30/2025,56.66
L001175,1/13/2026,70.98
L002097,10/30/2025,71.03
L002558,8/21/2025,55.28
L001992,6/19/2025,69.75
L000622,9/16/2025,77.73
L000759,3/28/2025,51.41
L000668,3/20/2025,69.5
L001054,1/20/2026,75.78
L001500,9/15/2025,85.52
L001377,9/8/2025,81.15
L002971,2/24/2025,61.22
L001707,1/13/2025,64.29
L002230,9/5/2025,59.69
L000217,2/19/2025,64.14
L002793,12/14/2025,64.39
L000556,1/6/2025,58.05
L000047,8/27/2025,69.21
L001730,11/17/2025,84.39
L002792,2/5/2025,66.36
L002590,3/3/2025,56.28
L000376,3/10/2025,60.51
L001347,2/19/2025,57.17
L001593,7/21/2025,70.66
L002046,9/27/2025,72.29
L000144,4/28/2025,68.39
L002530,5/22/2025,63.81
L002102,8/22/2025,59.8
L000272,7/10/2025,82.53
L002046,8/17/2025,70.18
L000330,1/9/2025,55.43
L002339,6/7/2025,63.79
L000075,8/4/2025,72.6
L000845,10/3/2025,78.33
L000541,1/6/2025,62.07
L001510,11/2/2025,84.42
L001773,6/11/2025,62.41
L002542,9/8/2025,59.62
L000092,2/1/2026,83.61
L002940,1/6/2026,78.25
L000379,7/23/2025,64.32
L002114,2/22/2025,67.23
L002681,5/28/2025,57.42
L002072,12/18/2025,73.87
L001768,7/18/2025,78.3
L000175,12/16/2025,93.15
L002028,3/28/2025,68.59
L000292,11/30/2025,70.87
L001912,2/18/2025,55.48
L002314,8/5/2025,68.34
L002197,9/5/2025,59.99
L002792,6/1/2025,56.75
L000084,2/8/2025,70.17
L000411,5/3/2025,58.63
L001007,1/6/2025,61.39
L001805,9/21/2025,76.27
L001837,12/6/2025,81.57
L000476,4/21/2025,69.22
L002511,1/14/2025,54.45
L001405,5/11/2025,52.93
L002241,4/8/2025,52.94
L001247,7/4/2025,81.77
L002386,3/26/2025,57.22
L002581,8/28/2025,64.76
L000903,10/18/2025,79.97
L001288,11/8/2025,76.7
L001661,10/4/2025,86.62
L001928,1/31/2025,55.41
L001120,11/30/2025,86.53
L000777,1/5/2025,49.8
L000410,4/19/2025,66.14
L000162,12/14/2025,62.27
L001085,12/29/2025,72.42
L002081,3/30/2025,60.4
L001296,11/5/2025,62.09
L000174,11/22/2025,89.83
L000740,11/22/2025,79.18
L002202,7/16/2025,50.56
L000488,1/17/2026,71.88
L000309,4/2/2025,50.07
L000897,10/12/2025,88.8
L001650,10/11/2025,52.37
L000515,9/21/2025,67.67
L001415,12/3/2025,63.14
L002587,5/25/2025,63.8
L001862,12/22/2025,70.99
L001022,11/5/2025,55.6
L000082,5/10/2025,55.78
L001037,2/28/2025,58.23
L001150,3/10/2025,65.94
L001547,1/24/2025,69.34
L001614,1/6/2025,51.27
L001643,3/28/2025,48.86
L000907,6/17/2025,68.62
L002596,5/10/2025,54.5
L001870,3/1/2025,55.78
L002958,3/29/2025,61.4
L002435,4/5/2025,57.69
L002160,10/7/2025,90.06
L000437,8/12/2025,75.62
L002794,4/5/2025,62.2
L000059,9/26/2025,90.37
L000335,7/19/2025,79.63
L001976,4/11/2025,59.57
L000058,7/31/2025,73.27
L002033,3/28/2025,65.57
L000626,9/22/2025,59.03
L000409,6/7/2025,56.12
L001649,8/2/2025,64.45
L000612,3/21/2025,68.3
L000701,2/24/2025,54.6
L001806,3/13/2025,56.83
L002365,10/31/2025,76.07
L001831,1/30/2026,87.26
L001015,12/4/2025,78.03
L001392,9/15/2025,61.62
L000127,5/24/2025,56.13
L002376,5/12/2025,67.31
L000800,2/24/2025,61.03
L001678,9/2/2025,88.77
L002323,1/9/2025,58.15
L000794,12/21/2025,85.82
L000789,10/10/2025,73.02
L002002,1/28/2025,60.58
L001722,8/1/2025,68.09
L002505,8/16/2025,61.64
L001440,9/16/2025,75.58
L000453,11/21/2025,86.1
L001934,8/17/2025,66.72
L000607,8/2/2025,74.09
L001986,10/24/2025,66.64
L002289,9/25/2025,76.8
L000286,11/23/2025,76.05
L000615,7/12/2025,77.05
L000934,1/1/2025,63.92
L002567,9/4/2025,76.12
L001783,12/30/2025,79.56
L000142,1/3/2025,62.93
L000360,1/7/2025,67.91
L002469,5/30/2025,62.9
L002830,1/4/2026,75.25
L000180,5/22/2025,51.6
L000233,4/14/2025,53.1
L000077,10/5/2025,86.94
L002599,9/20/2025,78.24
L002780,10/21/2025,88.67
L000522,10/25/2025,83.09
L000767,6/14/2025,79.37
L000252,1/4/2025,59.22
L000430,9/15/2025,87.2
L002841,3/6/2025,67.21
L002540,7/26/2025,62.94
L001160,1/9/2025,54.8
L002252,1/29/2026,91.84
L001324,1/25/2025,62.37
L001334,7/1/2025,65.53
L000827,6/20/2025,90.14
L001864,1/30/2026,78.95
L002574,11/2/2025,88.17
L000094,4/6/2025,55.64
L001050,7/24/2025,87.96
L000506,1/28/2026,84.4
L000427,8/31/2025,52.64
L000138,12/9/2025,67.53
L000786,12/21/2025,68.49
L002813,11/10/2025,71.86
